Price      ,Close              ,Close              ,Close              ,Close              ,Close              ,Close               ,High               ,High               ,High               ,High               ,High               ,High                ,Low                ,Low                ,Low                ,Low                ,Low                ,Low                 ,Open               ,Open               ,Open               ,Open               ,Open               ,Open                ,Volume    ,Volume    ,Volume    ,Volume    ,Volume    ,Volume
Ticker     ,AAPL               ,AMZN               ,GOOGL              ,META               ,MSFT               ,NVDA                ,AAPL               ,AMZN               ,GOOGL              ,META               ,MSFT               ,NVDA                ,AAPL               ,AMZN               ,GOOGL              ,META               ,MSFT               ,NVDA                ,AAPL               ,AMZN               ,GOOGL              ,META               ,MSFT               ,NVDA                ,AAPL      ,AMZN      ,GOOGL     ,META      ,MSFT      ,NVDA
Date       ,                   ,                   ,                   ,                   ,                   ,                    ,                   ,                   ,                   ,                   ,                   ,                    ,                   ,                   ,                   ,                   ,                   ,                    ,                   ,                   ,                   ,                   ,                   ,                    ,          ,          ,          ,          ,          ,
2016-03-22 ,24.30202865600586  ,28.02400016784668  ,37.865234375       ,111.8228530883789  ,48.132102966308594 ,0.8289235830307007  ,24.43182765112474  ,28.13800048828125  ,38.11184177836721  ,112.45045300209864 ,48.292335873125445 ,0.8348007196776944  ,23.95817450715317  ,27.252500534057617 ,37.75712864656532  ,110.746961007406   ,47.589091826070636 ,0.8186385501102527  ,23.96728342192353  ,27.25550079345703  ,37.78502738950571  ,110.93624042915927 ,47.72262038034208  ,0.8276992063220381  ,129777600 ,80012000  ,22096000  ,19001100  ,23124100  ,242012000
2016-03-23 ,24.167680740356445 ,28.48150062561035  ,37.74118423461914  ,112.11174011230469 ,48.04308319091797  ,0.8431267142295837  ,24.38173595082457  ,28.624000549316406 ,38.13127252092578  ,112.75926811611762 ,48.28343253611958  ,0.8492487144522812  ,24.115306638230187 ,27.905000686645508 ,37.66496061098479  ,111.5737941214614  ,47.838341910732595 ,0.8289235709565966  ,24.247383331384913 ,28.049999237060547 ,38.02963975577375  ,111.58375819546634 ,48.167708022702804 ,0.8325968177976374  ,102814000 ,79674000  ,24678000  ,18562000  ,20129000  ,429008000
2016-03-24 ,24.06292152404785  ,29.147499084472656 ,37.60567855834961  ,112.61980438232422 ,48.2567253112793   ,0.8443512320518494  ,24.194998166295534 ,29.177499771118164 ,37.74118511412475  ,112.65964547864706 ,48.363549507483114 ,0.8458205310338558  ,23.885302050779142 ,28.354000091552734 ,37.38946329299188  ,111.25501502223304 ,47.829438713780114 ,0.8328418206666122  ,24.017378693026824 ,28.355499267578125 ,37.424336722888285 ,111.70329955930178 ,47.9273591957476   ,0.8355354965440988  ,104532000 ,103710000 ,31116000  ,17839100  ,19950000  ,244956000
2016-03-28 ,23.9536190032959   ,28.993499755859375 ,37.527957916259766 ,113.25736999511719 ,47.66030502319336  ,0.8529220223426819  ,24.18133664230478  ,29.237499237060547 ,37.77805074909514  ,114.15393908244755 ,48.32794096185896  ,0.8565952110623596  ,23.92401459832221  ,28.777999877929688 ,37.46618158852833  ,112.52018049614699 ,47.47336777535227  ,0.8419023394150847  ,24.138069734941826 ,29.219999313354492 ,37.671932906608575 ,112.88877524563209 ,48.256724831764075 ,0.8428818525147133  ,77645600  ,62430000  ,21676000  ,21351800  ,17025100  ,265388000
2016-03-29 ,24.520639419555664 ,29.69300079345703  ,38.15617752075195  ,115.69804382324219 ,48.70182418823242  ,0.8666353225708008  ,24.54568850290185  ,29.792499542236328 ,38.22044725099403  ,115.87735916081641 ,48.83535275821177  ,0.8685943486382269  ,23.883029231858547 ,28.825000762939453 ,37.279358844862    ,113.2075572460235  ,47.58019710434176  ,0.8472896920217863  ,23.885306895075832 ,29.00749969482422  ,37.5478823313137   ,113.39683665800791 ,47.76713438569477  ,0.8492487180892123  ,124760400 ,87852000  ,40062000  ,29825300  ,23924300  ,261812000
2016-03-30 ,24.948747634887695 ,29.934499740600586 ,38.27824020385742  ,114.26351165771484 ,49.00447463989258  ,0.8756960034370422  ,25.144584972160686 ,30.16200065612793  ,38.725121833280184 ,116.5447980855219  ,49.5296816864998   ,0.887695199795904   ,24.730138877841835 ,29.75              ,38.240379251328925 ,113.92480915944297 ,48.870949496649814 ,0.8693290805370631  ,24.74152545640225  ,29.835500717163086 ,38.27176343816035  ,116.2857929752062  ,48.89765384614401  ,0.8698188662925552  ,182404400 ,77810000  ,40396000  ,33235200  ,23008300  ,376700000
2016-03-31 ,24.818946838378906 ,29.68199920654297  ,38.00722122192383  ,113.66580200195312 ,49.164703369140625 ,0.8725125789642334  ,25.02617073924413  ,30.037500381469727 ,38.315103232765615 ,114.5723427334312  ,49.48516911904723  ,0.8815731779426992  ,24.793897757233704 ,29.61050033569336  ,37.77555903236313  ,113.33705596084383 ,48.83533730207951  ,0.8656559284024603  ,24.985181491674517 ,29.964000701904297 ,38.2782381229763   ,114.26351724010355 ,48.91545373955616  ,0.8796141516062743  ,103553600 ,53636000  ,32554000  ,21207500  ,26360500  ,379884000
2016-04-01 ,25.04666519165039  ,29.924999237060547 ,38.34449768066406  ,115.61834716796875 ,49.467369079589844 ,0.8852464556694031  ,25.048942854730956 ,29.951499938964844 ,38.36292833420693  ,115.727929186096   ,49.502977142623486 ,0.8857362414624529  ,24.63905036762348  ,29.415000915527344 ,37.623607886428815 ,112.91866061304485 ,48.57718787837963  ,0.8605134116140059  ,24.7711270287301   ,29.524499893188477 ,37.72125728221552  ,113.31713998802016 ,49.00447444746792  ,0.8671251987065937  ,103496000 ,58348000  ,31674000  ,24760500  ,24399200  ,348292000
2016-04-04 ,25.303985595703125 ,29.659500122070312 ,38.117820739746094 ,112.1217041015625  ,49.342750549316406 ,0.8766754865646362  ,25.547643408842188 ,29.975000381469727 ,38.482499881378885 ,114.11409328079694 ,49.547491844220644 ,0.8972455534428756  ,25.110424205602452 ,29.52750015258789  ,37.951922042629555 ,111.18527875520662 ,48.95997231230389  ,0.873247161546357   ,25.14458220017009  ,29.950000762939453 ,38.33652559992172  ,113.6359165336216  ,49.342750549316406 ,0.8925927932699069  ,149424800 ,49416000  ,26924000  ,48487900  ,18928800  ,393940000
2016-04-05 ,25.005672454833984 ,29.30699920654297  ,37.79150390625     ,111.79296112060547 ,48.56828308105469  ,0.8754513263702393  ,25.215173995324946 ,29.673500061035156 ,38.005727481252414 ,112.8887736790842  ,49.227015207563184 ,0.8835324135606498  ,24.916862717906977 ,29.262500762939453 ,37.64353794483574  ,111.47417914722327 ,48.479262931680914 ,0.8654111541245282  ,24.937358208077328 ,29.53849983215332  ,37.769584008500864 ,111.68337910472142 ,49.12909474113778  ,0.8688395383752298  ,106314800 ,46178000  ,24478000  ,22962400  ,19272300  ,339568000
2016-04-06 ,25.267549514770508 ,30.104000091552734 ,38.26478576660156  ,113.27728271484375 ,49.06678771972656  ,0.8766754865646362  ,25.272104840555333 ,30.11949920654297  ,38.28222438086196  ,113.37690065095553 ,49.138003847041816 ,0.8771652723033683  ,24.86676597574533  ,29.375             ,37.678410461636346 ,111.9921908180261  ,48.256722948260744 ,0.8480243928794305  ,25.101316607927004 ,29.375999450683594 ,37.755132002361314 ,112.04200358626267 ,48.390251489090915 ,0.8644314269391518  ,105616400 ,56998000  ,25312000  ,20814600  ,21188700  ,453376000
2016-04-07 ,24.71647834777832  ,29.571500778198242 ,37.86872482299805  ,113.20755767822266 ,48.47926330566406  ,0.8676149249076843  ,25.144586980688242 ,29.979999542236328 ,38.329054096158345 ,114.45280097158603 ,48.87984549150753  ,0.8788794719155338  ,24.62083733468378  ,29.45400047302246  ,37.73819747125503  ,112.63972704046343 ,48.27452205418218  ,0.8639417360571114  ,25.037559388123736 ,29.937999725341797 ,38.12778404412583  ,113.35698839349864 ,48.84423743148333  ,0.8710432500706948  ,127207600 ,63780000  ,25498000  ,20714500  ,19225100  ,378104000
2016-04-08 ,24.74379539489746  ,29.729999542236328 ,37.83633804321289  ,110.2090072631836  ,48.44365310668945  ,0.8732471466064453  ,24.996560334018756 ,29.89299964904785  ,38.21795405963523  ,113.89493189026732 ,49.209209384550306 ,0.8803487185830139  ,24.632212519353573 ,29.450000762939453 ,37.65200870055278  ,109.4817894521395  ,48.35463635633085  ,0.8646762758230997  ,24.800724795231    ,29.715999603271484 ,38.155181890919636 ,113.81523449716717 ,48.666198378357315 ,0.8747164454132224  ,94326800  ,51838000  ,23434000  ,48497800  ,22167200  ,255936000
2016-04-11 ,24.82577896118164  ,29.796499252319336 ,37.74018478393555  ,108.57524108886719 ,48.345741271972656 ,0.8786345720291138  ,25.18785095030909  ,30.200000762939453 ,38.22243770078026  ,110.48794038726831 ,49.09349360153536  ,0.893082579917168   ,24.7825137864246   ,29.745500564575195 ,37.73022257697256  ,108.35607707339906 ,48.33683755851035  ,0.8756959743622954  ,24.814394120392063 ,29.80699920654297  ,38.13425639534672  ,110.27873284496786 ,48.50597415657693  ,0.8783896499673578  ,117630000 ,54086000  ,31774000  ,39762300  ,21414200  ,387524000
2016-04-12 ,25.14914321899414  ,30.15850067138672  ,38.077964782714844 ,110.18907928466797 ,48.64840316772461  ,0.8776550889015198  ,25.16280572497484  ,30.202999114990234 ,38.10785520749633  ,110.73698932483191 ,48.76412427693592  ,0.8827975766097549  ,24.743805992983827 ,29.61549949645996  ,37.44276664967728  ,108.57524138484428 ,47.856139059825665 ,0.8605133464388353  ,24.898652360360202 ,29.920000076293945 ,37.78453005693211  ,108.92390795569351 ,48.39915012654793  ,0.8815731414120129  ,108929200 ,52822000  ,27388000  ,26248100  ,24944300  ,292764000
2016-04-13 ,25.51348876953125  ,30.740999221801758 ,38.45609664916992  ,110.08946228027344 ,49.27153015136719  ,0.8996943831443787  ,25.581803030302698 ,30.840499877929688 ,38.647400695370045 ,112.22131801760376 ,49.35164659859591  ,0.899939246826442   ,25.231119336177006 ,30.26449966430664  ,38.09141749094397  ,106.11464053792764 ,48.86204759698568  ,0.8815731278331915  ,25.231119336177006 ,30.384000778198242 ,38.37638377923074  ,111.80291812904987 ,49.06678887417643  ,0.8815731278331915  ,133029200 ,84566000  ,35426000  ,88227400  ,20818000  ,350716000
2016-04-14 ,25.527151107788086 ,31.037500381469727 ,38.62946701049805  ,110.418212890625   ,49.28042984008789  ,0.902143120765686   ,25.59318944224687  ,31.2189998626709   ,38.83970342827749  ,111.61365104743699 ,49.47627078304422  ,0.9060612312771925  ,25.351809261868404 ,30.75349998474121  ,38.521357478553796 ,109.84042576187943 ,49.02227648724031  ,0.8935722503727481  ,25.417847596327192 ,30.75349998474121  ,38.627973249430156 ,110.19905644888682 ,49.15580502030538  ,0.8972454972223723  ,101895600 ,70242000  ,26992000  ,28473300  ,20877100  ,416564000
2016-04-15 ,25.014785766601562 ,31.29450035095215  ,38.859130859375    ,109.2227783203125  ,49.53858184814453  ,0.90924471616745    ,25.572695101950472 ,31.338499069213867 ,38.90546405549424  ,110.54771899860121 ,49.778927767902495 ,0.9173258010634161  ,24.987460758033713 ,30.905500411987305 ,38.6065446235335   ,108.78445025222014 ,49.05788321708548  ,0.8989596831041441  ,25.529428188587442 ,31.09600067138672  ,38.634945086322915 ,110.36840366168724 ,49.22701641137445  ,0.9018982806605971  ,187756000 ,57754000  ,31712000  ,20922800  ,28793800  ,436972000
2016-04-18 ,24.475099563598633 ,31.767499923706055 ,39.24174499511719  ,110.0296859741211  ,50.25962829589844  ,0.9053265452384949  ,24.80984312874022  ,31.881999969482422 ,39.28509067183944  ,110.38831662330108 ,50.37535279939632  ,0.907530493259002   ,24.352131795091267 ,31.24799919128418  ,38.74006553835701  ,108.78444277567988 ,49.14690182780413  ,0.8965108115407416  ,24.79618062246658  ,31.267499923706055 ,38.86859740472316  ,109.32238874944984 ,49.396154865782    ,0.907530493259002   ,243286000 ,87218000  ,33540000  ,21167200  ,23786000  ,307320000
2016-04-19 ,24.345298767089844 ,31.395000457763672 ,38.67230987548828  ,111.8626937866211  ,50.19731140136719  ,0.8891646265983582  ,24.59351021215582  ,31.90049934387207  ,39.40465567548026  ,112.02208097220068 ,50.53558116826728  ,0.9104692883023101  ,24.190450670334197 ,31.040000915527344 ,38.37439007152115  ,108.74460739017114 ,49.56528363893203  ,0.8835323523291845  ,24.56618346425256  ,31.85700035095215  ,39.38223785733813  ,110.67721976735825 ,50.41095635829656  ,0.908755125487904   ,129539600 ,81118000  ,43952000  ,30210500  ,29596800  ,309152000
2016-04-20 ,24.3953914642334   ,31.649499893188477 ,38.606048583984375 ,111.99219512939453 ,49.485172271728516 ,0.8925930261611938  ,24.614000201948723 ,31.827499389648438 ,38.84219585895817  ,112.83895901948462 ,50.295237015258444 ,0.8979804371557784  ,24.1517336457785   ,31.149999618530273 ,38.4242088347204   ,111.13546716520128 ,49.39615551142613  ,0.8867158876843815  ,24.283810301069366 ,31.5               ,38.817284638108354 ,112.0021592034977  ,50.1082997811604   ,0.887695401033134   ,122444000 ,52188000  ,34262000  ,21027900  ,36195700  ,200172000
2016-04-21 ,24.131237030029297 ,31.549999237060547 ,38.859130859375    ,113.00831604003906 ,49.6543083190918   ,0.8916131258010864  ,24.349845741826638 ,31.891000747680664 ,38.9428270840301   ,113.60603127036127 ,50.05489055494361  ,0.8970005344572258  ,24.028763056239924 ,31.424999237060547 ,38.43815633358482  ,111.88261129589802 ,49.333842530410344 ,0.8876950157224643  ,24.349845741826638 ,31.549999237060547 ,38.72511807604669  ,112.12170346831611 ,49.67211235132654  ,0.8928375023595031  ,126210000 ,51926000  ,77628000  ,20875200  ,38909100  ,178280000
2016-04-22 ,24.06520652770996  ,31.024999618530273 ,36.7552604675293   ,110.13927459716797 ,46.09357452392578  ,0.8881849646568298  ,24.247381382060404 ,31.412500381469727 ,37.55984274647257  ,111.32474862538403 ,46.67219357529864  ,0.900673888093098   ,23.82382632244157  ,30.577999114990234 ,36.38659795657392  ,108.59517749859894 ,45.19449314114976  ,0.8852463669615751  ,23.912636086166664 ,31.223499298095703 ,37.061150805560565 ,110.78680261931191 ,46.20929901335461  ,0.894551887407027   ,134732400 ,101678000 ,140798000 ,38458200  ,126834100 ,223540000
2016-04-25 ,23.928573608398438 ,31.309999465942383 ,36.97645568847656  ,109.68101501464844 ,46.38734436035156  ,0.8925930261611938  ,24.058372613125282 ,31.349000930786133 ,37.10947262960283  ,110.24884558642682 ,46.40514839241415  ,0.8974906512892535  ,23.798774603671593 ,30.8125            ,36.62224049881378  ,108.65493587620337 ,45.96005777816517  ,0.8859812380767429  ,23.910355777509203 ,30.83049964904785  ,36.63469610848548  ,109.45189453149561 ,46.09358292497673  ,0.8884300506407727  ,112126400 ,53658000  ,49442000  ,21017900  ,33226900  ,191972000
2016-04-26 ,23.76233673095703  ,30.8439998626709   ,36.13750076293945  ,108.34612274169922 ,45.79092788696289  ,0.893327534198761   ,23.97866954360535  ,31.337499618530273 ,37.14484684765927  ,110.0794991522856  ,46.600992787865884 ,0.9082653293410841  ,23.662142145084665 ,30.743999481201172 ,35.8859103512464   ,107.73844345056719 ,45.47936576960497  ,0.8894094230403764  ,23.662142145084665 ,31.308500289916992 ,37.08655975913931  ,110.0695350785598  ,46.52087632972065  ,0.8979802948483606  ,224064800 ,50428000  ,55864000  ,22521500  ,33532600  ,214536000
2016-04-27 ,22.27533721923828  ,30.328500747680664 ,35.94270706176758  ,108.47562408447266 ,45.345829010009766 ,0.9136525392532349  ,22.478005759323995 ,30.797500610351562 ,36.226175775441696 ,108.52543685218282 ,45.844331703437604 ,0.9141423249661017  ,21.788021657981893 ,30.06399917602539  ,35.325939590623264 ,105.90544031799773 ,44.9986588860645   ,0.8894092849597606  ,21.860891225907682 ,30.59000015258789  ,36.13500694016384  ,107.52924230086956 ,45.82652767198249  ,0.8911234473783766  ,458408400 ,81376000  ,66262000  ,52213100  ,43369300  ,352396000
2016-04-28 ,21.594463348388672 ,30.100000381469727 ,35.12566375732422  ,116.28579711914062 ,44.420047760009766 ,0.8864707946777344  ,22.289001080005676 ,31.34000015258789  ,36.331296099775955 ,120.33034469753146 ,45.19450453202884  ,0.9134077860738297  ,21.462386705544958 ,29.959999084472656 ,35.03300116530155  ,115.78769982720634 ,44.117385985369694 ,0.8842669046639499  ,22.227518084115065 ,30.777000427246094 ,36.03387422743607  ,119.12495016309384 ,45.060975980127694 ,0.9080203761177534  ,328970800 ,157452000 ,62590000  ,87110100  ,43134800  ,381224000
2016-04-29 ,21.346254348754883 ,32.97949981689453  ,35.26615905761719  ,117.132568359375   ,44.39334487915039  ,0.8700637221336365  ,21.569418434486355 ,33.499000549316406 ,35.47689339346245  ,117.39157349520396 ,44.73161475748599  ,0.8847565940545243  ,21.066162581672835 ,32.70000076293945  ,35.06189768632912  ,115.39918420220705 ,43.93045014978918  ,0.8605133378697744  ,21.403183767453445 ,33.29999923706055  ,35.078838381004054 ,116.37545829993482 ,43.93045014978918  ,0.8827975678187858  ,274126000 ,206214000 ,58278000  ,37140600  ,48411700  ,321904000
2016-05-02 ,21.32347869873047  ,34.192501068115234 ,35.59148025512695  ,118.11878967285156 ,45.05207443237305  ,0.8815730214118958  ,21.42367501171499  ,34.275001525878906 ,35.64129889740467  ,118.27818445197128 ,45.176699266335966 ,0.8869604304569129  ,21.041109324457665 ,33.10150146484375  ,35.19043391327536  ,116.12640053602325 ,44.313222351347115 ,0.8742265863782954  ,21.39862593346886  ,33.19599914550781  ,35.467429669331736 ,117.38160782032628 ,44.50906331658715  ,0.8783895603922414  ,192640400 ,131570000 ,33476000  ,28095200  ,33114500  ,256076000
2016-05-03 ,21.67416763305664  ,33.566001892089844 ,35.2940559387207   ,116.9831314086914  ,44.31321716308594  ,0.8710432052612305  ,21.801688970734165 ,34.01499938964844  ,35.53966369073935  ,117.71035680604317 ,44.87403224603     ,0.8752061796570547  ,21.332591132265044 ,33.52149963378906  ,35.23875637537737  ,116.57468797721785 ,44.15298428224478  ,0.8634519058787608  ,21.451003554773045 ,33.86800003051758  ,35.4963218170158   ,117.07278527392516 ,44.811719836344174 ,0.8715329909954432  ,227325200 ,98468000  ,38620000  ,24117500  ,26460200  ,224024000
2016-05-04 ,21.448728561401367 ,33.54499816894531  ,35.440025329589844 ,117.6107406616211  ,44.39334487915039  ,0.8512078523635864  ,21.838125580749733 ,33.70000076293945  ,35.62335882720204  ,117.84983285540056 ,44.56248151620444  ,0.8612479637192969  ,21.36447239543144  ,33.106998443603516 ,35.07534621468331  ,116.12641272696062 ,44.028370645815734 ,0.8423921177756126  ,21.678722164375387 ,33.12950134277344  ,35.210856557115406 ,116.16626142592386 ,44.366640524151336 ,0.8605133143049423  ,164102000 ,92710000  ,34172000  ,23448400  ,24257600  ,525764000
2016-05-05 ,21.36166763305664  ,32.954498291015625 ,35.606422424316406 ,117.36168670654297 ,44.45564651489258  ,0.8563503623008728  ,21.55182447192448  ,33.824501037597656 ,35.74790781240213  ,118.5272401977168  ,44.776112280191484 ,0.866390532303738   ,21.23336988535097  ,32.79999923706055  ,35.344371903249815 ,116.80382014691232 ,44.26870928372544  ,0.8499834394659542  ,21.535787253461272 ,33.66550064086914  ,35.62086971531452  ,117.59081481516947 ,44.39333410450354  ,0.8583094469185386  ,143562000 ,97682000  ,29668000  ,22056700  ,25390700  ,246884000
2016-05-06 ,21.24253273010254  ,33.6974983215332   ,36.12803268432617  ,119.03528594970703 ,44.856231689453125 ,0.865166187286377   ,21.40977774661383  ,33.84749984741211  ,36.168387038352    ,119.1847166539091  ,44.856231689453125 ,0.8673701358168381  ,21.04321153104909  ,32.800498962402344 ,35.46892297132709  ,116.66434563097742 ,44.206399798276834 ,0.8531669897995852  ,21.39145074677979  ,32.8025016784668   ,35.481378581965    ,116.71415839916523 ,44.437845424211055 ,0.8548811525285142  ,174799600 ,87306000  ,39952000  ,26395600  ,24787300  ,183240000
2016-05-09 ,21.25857162475586  ,33.98749923706055  ,36.32482147216797  ,118.78624725341797 ,44.571372985839844 ,0.8639416694641113  ,21.48309268478699  ,34.3489990234375   ,36.581889007959    ,119.82229059549142 ,45.03426762328854  ,0.871043182930307   ,21.21274975174133  ,33.570499420166016 ,36.0443364761429   ,118.44754472254343 ,44.50906057269981  ,0.856840097613636   ,21.306683280476815 ,33.6974983215332   ,36.203758410016654 ,119.08510868684064 ,44.94525086045188  ,0.867369994362865   ,131745600 ,79644000  ,38074000  ,21138100  ,17951600  ,333336000
2016-05-10 ,21.402904510498047 ,35.153499603271484 ,36.835472106933594 ,120.04145050048828 ,45.41704559326172  ,0.8805935978889465  ,21.437270474935442 ,35.227500915527344 ,36.8663583732957   ,120.04145050048828 ,45.48825832402763  ,0.8820628967218075  ,21.10277870012431  ,34.67499923706055  ,36.448375131162535 ,118.54715858554445 ,44.67819356140594  ,0.8610031024755506  ,21.38228598059095  ,34.70000076293945  ,36.61526967579625  ,119.16480197985145 ,44.80282178284697  ,0.8693290513493875  ,134747200 ,122112000 ,32634000  ,23220000  ,22891000  ,269676000
2016-05-11 ,21.194425582885742 ,35.6614990234375   ,36.39556121826172  ,119.06517028808594 ,45.443748474121094 ,0.8830424547195435  ,21.437275424577155 ,35.95000076293945  ,36.906210805943594 ,120.61923896759588 ,46.09358032680265  ,0.8928377029243432  ,21.18296967611971  ,35.08250045776367  ,36.26354011815273  ,118.96555235230794 ,45.3992400943594   ,0.8783896943069781  ,21.416656889909454 ,35.28950119018555  ,36.89226143537297  ,119.95179043748577 ,45.514964598357174 ,0.8832873767936626  ,114876400 ,146764000 ,29834000  ,22038400  ,24039100  ,328176000
2016-05-12 ,20.697267532348633 ,35.89649963378906  ,36.272010803222656 ,119.82228088378906 ,45.85323715209961  ,0.8710432052612305  ,21.256282203109556 ,36.122501373291016 ,36.63569410204902  ,120.38014740724306 ,46.12029425803731  ,0.8933274344429893  ,20.497948045718164 ,35.57550048828125  ,36.08269844821032  ,118.44753512226544 ,45.32803005060611  ,0.8553708207620783  ,21.242536513804254 ,35.86899948120117  ,36.46779992360815  ,119.52342707495073 ,45.577283123096485 ,0.889409323722131   ,305258800 ,100964000 ,27094000  ,22035500  ,24102800  ,670540000
2016-05-13 ,20.73850440979004  ,35.49599838256836  ,36.110595703125    ,119.35408020019531 ,45.470462799072266 ,1.003523588180542   ,21.001974500379482 ,35.962501525878906 ,36.43242707347666  ,120.18092359497598 ,46.20041119927156  ,1.0040133152871318  ,20.6193710351189   ,35.32550048828125  ,36.04483221141789  ,119.22457763007243 ,45.43485473180103  ,0.9550371015730295  ,20.6193710351189   ,35.731998443603516 ,36.19977285272807  ,119.92191085436811 ,45.79092521719677  ,0.9596898010068927  ,177571200 ,95268000  ,25244000  ,18124300  ,22592300  ,2110256000
2016-05-16 ,21.508291244506836 ,35.53300094604492  ,36.38311004638672  ,118.21841430664062 ,46.138084411621094 ,1.0331549644470215  ,21.625134819307494 ,35.662498474121094 ,36.501679710699314 ,119.15483968611365 ,46.253805500557725 ,1.048092820225512   ,20.99739010491216  ,35.013999938964844 ,35.86997079455606  ,116.90343770585557 ,45.17668726931865  ,0.992749528260516   ,21.16692664134073  ,35.506500244140625 ,36.08519022402783  ,118.92571157823937 ,45.22119564166129  ,0.995932990407592   ,245039200 ,108658000 ,22538000  ,31247800  ,20032000  ,973032000
2016-05-17 ,21.41893768310547  ,34.76350021362305  ,35.879432678222656 ,116.90343475341797 ,45.27753829956055  ,1.0353587865829468  ,21.696153380817854 ,35.7234992980957   ,36.65960543335162  ,118.5571214370751  ,46.371156470843424 ,1.0427051645209373  ,21.30896871518125  ,34.695499420166016 ,35.770331110139296 ,116.75400404339231 ,45.143079235245395 ,1.015278445564057   ,21.661789170794805 ,35.494998931884766 ,36.420972359599624 ,118.36784203101848 ,46.362193901031624 ,1.0285020192672978  ,187667600 ,102428000 ,33404000  ,21328600  ,27803500  ,628392000
2016-05-18 ,21.664087295532227 ,34.872501373291016 ,35.95864486694336  ,117.2022933959961  ,45.546470642089844 ,1.0618059635162354  ,21.81300533870523  ,35.12699890136719  ,36.147459285863505 ,117.81992916893495 ,45.84228336709938  ,1.0738052190758687  ,21.510587938566996 ,34.4379997253418   ,35.621864498386735 ,116.28579621008836 ,45.08930085863389  ,1.0285020478679863  ,21.572447036280444 ,34.47800064086914  ,35.79523578613543  ,116.35552952639958 ,45.25065449755675  ,1.0285020478679863  ,168249600 ,85664000  ,32536000  ,21642300  ,24907500  ,541072000
2016-05-19 ,21.581600189208984 ,34.92599868774414  ,35.636314392089844 ,116.36549377441406 ,45.10722351074219  ,1.0664584636688232  ,21.68240652764149  ,34.970001220703125 ,35.89487948215615  ,117.0429064354223  ,45.37614506720504  ,1.0740498204276574  ,21.437265271119372 ,34.47800064086914  ,35.38721739027313  ,115.43903245274636 ,44.6590197767964   ,1.056173490074439   ,21.68240652764149  ,34.59400177001953  ,35.78527619320982  ,116.60458596090776 ,45.24168599873517  ,1.0576426719291683  ,121768400 ,60512000  ,30598000  ,20544100  ,23842400  ,398880000
2016-05-20 ,21.815292358398438 ,35.13999938964844  ,35.955162048339844 ,116.90343475341797 ,45.37614059448242  ,1.085559368133545   ,21.863404008934427 ,35.36199951171875  ,36.253579801521006 ,117.54099868918992 ,45.91398707391575  ,1.0899672645683103  ,21.654918442019596 ,35.0               ,35.62137294286726  ,116.50495539347008 ,45.1789332962607   ,1.0713562241338974  ,21.682411562865394 ,35.0525016784668   ,35.69361320953938  ,116.51491946756823 ,45.25064410847148  ,1.0730703866193236  ,128104000 ,58324000  ,34798000  ,18944800  ,23905800  ,391084000
2016-05-23 ,22.092510223388672 ,34.837501525878906 ,35.73296356201172  ,115.52869415283203 ,44.84727478027344  ,1.0872740745544434  ,22.26662984291923  ,35.29999923706055  ,36.04433480915528  ,117.15248868743502 ,45.429941135459345 ,1.094375591722694   ,21.918390603858114 ,34.82099914550781  ,35.7175204299665   ,115.4988095295513  ,44.80245508053388  ,1.0806622849788665  ,21.964212476327056 ,35.212501525878906 ,35.86897183028001  ,116.97317334738865 ,45.358226880256936 ,1.0902126736477264  ,152074400 ,51902000  ,24816000  ,20441000  ,26118700  ,413636000
2016-05-24 ,22.429290771484375 ,35.209999084472656 ,36.51911544799805  ,117.2520980834961  ,46.24565887451172  ,1.1136667728424072  ,22.472819360016192 ,35.375             ,36.57740253435531  ,117.28199030495949 ,46.353226807305575 ,1.1171041182256305  ,22.18643924737703  ,34.900001525878906 ,35.852529352797234 ,115.67811643602097 ,45.178935277125554 ,1.0876419438515768  ,22.27349992029165  ,34.9005012512207   ,35.862495361302535 ,115.79765492042888 ,45.447856818871664 ,1.090588172996163   ,140560800 ,60676000  ,37884000  ,20183600  ,34757900  ,415788000
2016-05-25 ,22.82335090637207  ,35.41749954223633  ,36.771697998046875 ,117.4413833618164  ,46.72075271606445  ,1.1090021133422852  ,22.8508422795011   ,35.542999267578125 ,36.860875149930045 ,118.21841395080118 ,47.052425916018194 ,1.1217689119506522  ,22.477403228452115 ,35.2760009765625   ,36.49769357804407  ,116.93332197657182 ,46.42494005230795  ,1.1001634253767048  ,22.605700964189083 ,35.400001525878906 ,36.617259074028595 ,117.680467942959   ,46.5414705522154   ,1.1171041854414925  ,152675200 ,65354000  ,32216000  ,20019800  ,24040200  ,458076000
2016-05-26 ,23.004344940185547 ,35.74549865722656  ,36.71341323852539  ,119.015380859375   ,46.51457214355469  ,1.1207867860794067  ,23.077658186794544 ,35.75              ,36.92116005889096  ,119.30427823158892 ,46.59524893368229  ,1.1288888572570828  ,22.598829679312605 ,35.364498138427734 ,36.517624108791765 ,117.4712760493536  ,46.03947739031562  ,1.1077743722810725  ,22.83709816777326  ,35.416500091552734 ,36.66708003801573  ,117.79005804621684 ,46.55042925461636  ,1.1109661008380904  ,225324800 ,48934000  ,27202000  ,18481300  ,24335200  ,309964000
